Variable,Generator,1,2,3,4,5,6,7,8,9,10,11,12
UnitStart,n_28951_wind,1,0,0,0,0,0,0,0,0,0,0,0
UnitStart,n_4452_wind,1,0,0,0,0,0,0,0,0,0,0,1
UnitStart,n_6690_wind,1,0,0,0,0,0,0,0,0,0,0,0
UnitStart,n_9864_wind,1,0,0,0,0,0,0,0,0,0,0,1
UnitStart,n_9908_wind,1,0,0,0,0,0,0,0,0,0,0,0
UnitStart,oil_10017,1,0,0,0,0,0,0,0,0,0,0,0
UnitStart,oil_13843,1,0,0,0,0,0,0,0,0,0,0,0
UnitStart,oil_14301,1,0,0,0,0,0,0,0,0,0,0,0
UnitStart,oil_14508,1,0,0,0,0,0,0,0,0,0,0,0
UnitStart,oil_14783,1,0,0,0,0,0,0,0,0,0,0,0
UnitStart,oil_15511,1,0,0,0,0,0,0,0,0,0,0,0
UnitStart,oil_15630,1,0,0,0,0,0,0,0,0,0,0,0
UnitStart,oil_15641,1,0,0,0,0,0,0,0,0,0,0,0
UnitStart,oil_15692,0,0,0,0,0,0,0,0,0,0,0,0
UnitStart,oil_15782,1,0,0,0,0,0,0,0,0,0,0,0
UnitStart,oil_17246,1,0,0,0,0,0,0,0,0,0,0,0
UnitStart,oil_18302,1,0,0,0,0,0,0,0,0,0,0,0
UnitStart,oil_18690,1,0,0,0,0,0,0,0,0,0,0,0
UnitStart,oil_21285,1,0,0,0,0,0,0,0,0,0,0,0
UnitStart,oil_23782,1,0,0,0,0,0,0,0,0,0,0,0
UnitStart,oil_28471,0,0,0,0,0,0,0,0,0,0,0,0
UnitStart,oil_28504,1,0,0,0,0,0,0,0,0,0,0,0
UnitStart,oil_29228,0,0,0,0,0,0,0,0,0,0,0,0
UnitStart,oil_29477,1,0,0,0,0,0,0,0,0,0,0,0
UnitStart,oil_30212,1,0,0,0,0,0,0,0,0,0,0,0
UnitStart,oil_31224,1,0,0,0,0,0,0,0,0,0,0,0
UnitStart,oil_4459,1,0,0,0,0,0,0,0,0,0,0,0
UnitStart,oil_4475,0,0,0,0,0,0,0,0,0,0,0,0
UnitStart,oil_4478,1,0,0,0,0,0,0,0,0,0,0,0
UnitStart,oil_4496,0,0,0,0,0,0,0,0,0,0,0,0
UnitStart,oil_4517,1,0,0,0,0,0,0,0,0,0,0,0
UnitStart,oil_6954,0,0,0,0,0,0,0,0,0,0,0,0
UnitStart,oil_7031,1,0,0,0,0,0,0,0,0,0,0,0
UnitStart,oil_7041,1,0,0,0,0,0,0,0,0,0,0,0
UnitStart,oil_8325,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_1016_9,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_1016_all,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_10795_GEN3,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_2706_CT5,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_2706_CT7,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_2706_GT1,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_2706_GT2,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_2706_ST6,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_2706_ST8,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_2707_GT1,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_2707_GT2,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_2707_GT3,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_2707_GT4,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_2709_1,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_2709_1A,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_2709_1B,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_2709_1C,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_2709_2,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_2709_3,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_2709_4,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_2709_5,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_2709_ST1,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_2713_CA1,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_2713_CT004,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_2713_CT005,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_2713_CT1,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_2713_CT2,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_2716_GT1,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_2716_GT2,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_2716_GT3,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_2716_GT4,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_2720_CT11,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_2720_CT12,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_2720_ST10,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_2721_6,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_2723_CT8,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_2723_CT9,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_2723_ST7,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_2727_3,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_2727_4,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_3250_12,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_3250_13,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_3264_3,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_3264_7,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_3264_8,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_3264_CT11,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_3264_CT12,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_3264_ST10,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_3291_GT2,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_3291_GT3,0,1,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_3291_GT4,0,0,0,0,0,0,0,1,0,0,0,0
UnitStop,PP_3320_1,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_3320_2,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_3320_3,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_3320_4,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_3320_5,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_50555_GEN1,0,0,0,0,0,0,0,0,0,1,0,0
UnitStop,PP_50555_GEN2,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_50555_GEN3,0,0,0,0,0,0,0,0,0,0,1,0
UnitStop,PP_54276_TG3,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_54675_DI2,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_55043_GT1,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_55043_ST1,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_55166_CT01,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_55166_CT02,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_55166_CT03,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_55166_CT04,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_55166_CT05,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_56249_1,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_56249_2,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_56249_3,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_56249_4,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_56249_5,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_56249_6,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_56292_ES1,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_56292_ES2,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_56292_ES3,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_56292_ES4,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_56292_ES5,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_56292_ES6,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_57029_1,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_57029_2,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_57029_3,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_57029_4,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_57505_1,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_57505_2,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_58400_GT01,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_59325_KMEC1,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_59325_KMEC2,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_61675_CTG1,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_61675_STG,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_61676_CTG1,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_61676_CTG2,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_6249_1,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_6249_2,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_6249_3,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_6249_4,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_63063_GT01,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_7277_1,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_7277_10,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_7277_11,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_7277_12,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_7277_13,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_7277_14,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_7277_15,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_7277_16,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_7277_2,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_7277_3,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_7277_4,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_7277_5,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_7277_6,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_7277_7,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_7277_8,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_7277_9,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_7805_001,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_7805_002,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_7805_003,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_7805_004,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_7805_10,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_7805_6,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_7805_7,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_7805_8,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_7805_9,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_7805_ST4,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_7805_ST5,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_7826_001,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_7826_002,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_7826_003,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_7826_4,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_7826_5,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_7826_STG,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_7834_CT1A,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_7834_CT1B,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_7834_CT2A,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_7834_CT2B,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_7834_CT3A,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_7834_CT3B,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_7834_CT4A,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_7834_ST1S,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_7981_1,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_7981_2,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_7981_3,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_7981_4,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_7981_5,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_7981_6,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_7981_7,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_7981_8,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_ng1,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_ng10_1,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_ng10_2,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_ng10_3,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_ng11_1,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_ng11_2,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_ng2,0,0,0,0,0,0,0,0,1,0,0,0
UnitStop,PP_ng3,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_ng4,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_ng7,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_ng8,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_ng9_1,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_ng9_2,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,PP_ng9_3,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,n_10123_wind,1,0,0,0,0,0,0,0,0,0,0,0
UnitStop,n_28951_wind,1,0,0,0,0,0,0,0,0,0,0,0
UnitStop,n_4452_wind,1,0,0,0,0,0,0,0,0,0,0,1
UnitStop,n_6690_wind,0,1,0,0,0,0,0,0,0,0,0,0
UnitStop,n_9864_wind,1,0,0,0,0,0,0,0,0,0,0,0
UnitStop,n_9908_wind,0,1,0,0,0,0,0,0,0,0,0,0
UnitStop,oil_10017,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,oil_13843,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,oil_14301,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,oil_14508,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,oil_14783,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,oil_15511,0,0,0,0,0,0,0,0,1,0,0,0
UnitStop,oil_15630,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,oil_15641,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,oil_15692,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,oil_15782,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,oil_17246,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,oil_18302,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,oil_18690,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,oil_21285,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,oil_23782,0,0,0,0,0,0,0,0,0,1,0,0
UnitStop,oil_28471,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,oil_28504,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,oil_29228,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,oil_29477,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,oil_30212,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,oil_31224,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,oil_4459,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,oil_4475,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,oil_4478,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,oil_4496,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,oil_4517,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,oil_6954,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,oil_7031,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,oil_7041,0,0,0,0,0,0,0,0,0,0,0,0
UnitStop,oil_8325,0,0,0,0,0,0,0,0,0,0,0,0
IsCharging,Sto_CPLE_4h,1,1,1,1,1,1,1,1,0,1,1,0
IsCharging,Sto_CPLE_6h,1,1,1,0,0,1,1,1,1,1,1,0
IsCharging,Sto_CPLE_8h,1,1,1,1,0,0,1,1,0,0,1,1
IsCharging,Sto_CPLW_4h,0,0,0,0,0,0,0,0,0,0,0,0
IsCharging,Sto_CPLW_6h,0,0,1,1,0,0,0,0,1,1,1,0
IsCharging,Sto_CPLW_8h,1,1,1,1,1,1,0,0,0,0,0,0
IsCharging,Sto_DUK_4h,1,1,1,1,1,1,1,1,0,1,0,0
IsCharging,Sto_DUK_6h,0,0,0,0,0,0,0,0,0,0,0,0
IsCharging,Sto_DUK_8h,1,1,1,1,0,1,1,1,1,0,0,0
IsCharging,Sto_solar_CPLE_4h,1,1,1,0,0,0,0,1,1,1,1,1
IsCharging,Sto_solar_CPLE_6h,1,1,1,1,1,1,0,1,1,1,0,0
IsCharging,Sto_solar_CPLE_8h,0,0,0,0,0,1,0,1,1,1,0,1
IsCharging,Sto_solar_CPLW_4h,1,1,0,0,1,1,0,1,0,1,1,1
IsCharging,Sto_solar_CPLW_6h,0,0,0,0,0,0,0,0,0,0,0,0
IsCharging,Sto_solar_CPLW_8h,1,1,0,0,0,1,1,0,1,1,1,1
IsCharging,Sto_solar_DUK_4h,1,1,1,1,1,1,1,0,1,1,1,0
IsCharging,Sto_solar_DUK_6h,0,0,0,1,1,1,0,1,1,0,1,0
IsCharging,Sto_solar_DUK_8h,1,1,1,1,1,1,0,1,0,1,0,0
IsDischarging,Sto_CPLE_4h,0,0,0,0,0,0,0,0,1,0,0,1
IsDischarging,Sto_CPLE_6h,0,0,0,1,1,0,0,0,0,0,0,1
IsDischarging,Sto_CPLE_8h,0,0,0,0,1,1,0,0,1,1,0,0
IsDischarging,Sto_CPLW_4h,1,1,1,1,1,1,1,1,1,1,1,1
IsDischarging,Sto_CPLW_6h,1,1,0,0,1,1,1,1,0,0,0,1
IsDischarging,Sto_CPLW_8h,0,0,0,0,0,0,1,1,1,1,1,1
IsDischarging,Sto_DUK_4h,0,0,0,0,0,0,0,0,1,0,1,1
IsDischarging,Sto_DUK_6h,1,1,1,1,1,1,1,1,1,1,1,1
IsDischarging,Sto_DUK_8h,0,0,0,0,1,0,0,0,0,1,1,1
IsDischarging,Sto_solar_CPLE_4h,0,0,0,1,1,1,1,0,0,0,0,0
IsDischarging,Sto_solar_CPLE_6h,0,0,0,0,0,0,1,0,0,0,1,1
IsDischarging,Sto_solar_CPLE_8h,1,1,1,1,1,0,1,0,0,0,1,0
IsDischarging,Sto_solar_CPLW_4h,0,0,1,1,0,0,1,0,1,0,0,0
IsDischarging,Sto_solar_CPLW_6h,1,1,1,1,1,1,1,1,1,1,1,1
IsDischarging,Sto_solar_CPLW_8h,0,0,1,1,1,0,0,1,0,0,0,0
IsDischarging,Sto_solar_DUK_4h,0,0,0,0,0,0,0,1,0,0,0,1
IsDischarging,Sto_solar_DUK_6h,1,1,1,0,0,0,1,0,0,1,0,1
IsDischarging,Sto_solar_DUK_8h,0,0,0,0,0,0,1,0,1,0,1,1
ChargePower,Sto_CPLE_4h,0,0,0,0,0,0,0,0,0,0,0,0
ChargePower,Sto_CPLE_6h,0,0,0,0,0,0,0,0,0,0,0,0
ChargePower,Sto_CPLE_8h,0,0,0,0,0,0,0,0,0,0,0,0
ChargePower,Sto_CPLW_4h,0,0,0,0,0,0,0,0,0,0,0,0
ChargePower,Sto_CPLW_6h,0,0,0,0,0,0,0,0,0,0,0,0
ChargePower,Sto_CPLW_8h,0,0,0,0,0,0,0,0,0,0,0,0
ChargePower,Sto_DUK_4h,0,0,0,0,0,0,0,0,0,0,0,0
ChargePower,Sto_DUK_6h,0,0,0,0,0,0,0,0,0,0,0,0
ChargePower,Sto_DUK_8h,0,0,0,0,0,0,0,0,0,0,0,0
ChargePower,Sto_solar_CPLE_4h,0,0,0,0,0,0,0,0,0,0,0,0
ChargePower,Sto_solar_CPLE_6h,0,0,0,0,0,0,0,0,0,0,0,0
ChargePower,Sto_solar_CPLE_8h,0,0,0,0,0,0,0,0,0,0,0,0
ChargePower,Sto_solar_CPLW_4h,0,0,0,0,0,0,0,0,0,0,0,0
ChargePower,Sto_solar_CPLW_6h,0,0,0,0,0,0,0,0,0,0,0,0
ChargePower,Sto_solar_CPLW_8h,0,0,0,0,0,0,0,0,0,0,0,0
ChargePower,Sto_solar_DUK_4h,0,0,0,0,0,0,0,0,0,0,0,0
ChargePower,Sto_solar_DUK_6h,0,0,0,0,0,0,0,0,0,0,0,0
ChargePower,Sto_solar_DUK_8h,0,0,0,0,0,0,0,0,0,0,0,0
DischargePower,Sto_CPLE_4h,0,0,0,0,0,0,0,0,59.85915491,0,0,74.82394366
DischargePower,Sto_CPLE_6h,0,0,0,49.88262911,34.91784035,0,0,0,0,0,0,49.88262911
DischargePower,Sto_CPLE_8h,0,0,0,0,37.41197183,37.41197183,0,0,37.41197183,22.44718308,0,0
DischargePower,Sto_CPLW_4h,0.545891163,31.25700053,0.557097403,31.93767917,0.528459958,2.005227955,4.723117346,29.04127227,1.514805644,27.21410882,1.614338365,3.744099945
DischargePower,Sto_CPLW_6h,49.88262911,1.322224378,0,0,12.80425224,49.88262911,0,20.79136373,0,0,0,0
DischargePower,Sto_CPLW_8h,0,0,0,0,0,0,1.735991725,1.92103626,1.979531457,2.070724056,2.3438168,2.419227054
DischargePower,Sto_DUK_4h,0,0,0,0,0,0,0,0,103.0900734,0,41.71595461,124.5601692
DischargePower,Sto_DUK_6h,13.74265291,12.4365465,10.53471357,11.49198145,11.24352404,10.72098407,12.63959412,11.25309366,12.85337253,16.69358437,95.91405108,49.84209887
DischargePower,Sto_DUK_8h,0,0,0,0,47.73714194,0,0,0,0,74.82394366,73.40688146,73.39823012
DischargePower,Sto_solar_CPLE_4h,0,0,0,34.88469412,40.53784109,0,0,0,0,0,0,0
DischargePower,Sto_solar_CPLE_6h,0,0,0,0,0,0,19.55399061,0,0,0,27.9342723,27.9342723
DischargePower,Sto_solar_CPLE_8h,20.95070423,0,12.57042252,0,20.95070423,0,20.95070423,0,0,0,0,0
DischargePower,Sto_solar_CPLW_4h,0,0,29.99589619,41.90140845,0,0,3.525230572,0,0,0,0,0
DischargePower,Sto_solar_CPLW_6h,3.383176391,3.64404753,3.613463418,3.733649643,3.79168924,3.122336032,3.068134474,2.653603522,2.732579496,3.677890626,4.910939595,4.754107877
DischargePower,Sto_solar_CPLW_8h,0,0,12.57042252,20.95070423,20.95070423,0,0,20.95070423,0,0,0,0
DischargePower,Sto_solar_DUK_4h,0,0,0,0,0,0,0,41.90140845,0,0,0,33.52112676
DischargePower,Sto_solar_DUK_6h,27.9342723,0,19.55399061,0,0,0,27.9342723,0,0,0,0,0
DischargePower,Sto_solar_DUK_8h,0,0,0,0,0,0,20.95070423,0,12.57042252,0,20.95070423,20.95070423
SoC,Sto_CPLE_4h,149.6478873,149.6478873,149.6478873,149.6478873,149.6478873,149.6478873,149.6478873,149.6478873,83.13771518,83.13771518,83.13771518,0
SoC,Sto_CPLE_6h,149.6478873,149.6478873,149.6478873,94.22274384,55.42514346,55.42514346,55.42514346,55.42514346,55.42514346,55.42514346,55.42514346,0
SoC,Sto_CPLE_8h,149.6478873,149.6478873,149.6478873,149.6478873,108.0790297,66.51017212,66.51017212,66.51017212,24.94131453,0,0,0
SoC,Sto_CPLW_4h,149.0413416,114.311341,113.6923439,78.20603367,77.61885594,75.39082488,70.14291672,37.87483642,36.19171903,5.953820345,4.16011105,0
SoC,Sto_CPLW_6h,94.22274384,92.75360565,92.75360565,92.75360565,78.52665871,23.10151525,23.10151525,0,0,0,0,0
SoC,Sto_CPLW_8h,149.6478873,149.6478873,149.6478873,149.6478873,149.6478873,149.6478873,147.7190076,145.5845229,143.3850435,141.084239,138.4799981,135.791968
SoC,Sto_DUK_4h,299.2957747,299.2957747,299.2957747,299.2957747,299.2957747,299.2957747,299.2957747,299.2957747,184.7512487,184.7512487,138.400188,0
SoC,Sto_DUK_6h,284.0261603,270.2077753,258.502538,245.7336697,233.2408652,221.3286607,207.2846672,194.7812298,180.4997048,161.9512777,55.38010985,0
SoC,Sto_DUK_8h,299.2957747,299.2957747,299.2957747,299.2957747,246.2545058,246.2545058,246.2545058,246.2545058,246.2545058,163.1167906,81.55358903,0
SoC,Sto_solar_CPLE_4h,83.8028169,83.8028169,83.8028169,45.04204565,0,0,0,0,0,0,0,0
SoC,Sto_solar_CPLE_6h,83.8028169,83.8028169,83.8028169,83.8028169,83.8028169,83.8028169,62.07616067,62.07616067,62.07616067,62.07616067,31.03808033,0
SoC,Sto_solar_CPLE_8h,60.52425664,60.52425664,46.55712051,46.55712051,23.27856026,23.27856026,0,0,0,0,0,0
SoC,Sto_solar_CPLW_4h,83.8028169,83.8028169,50.47404336,3.916922858,3.916922858,3.916922858,0,0,0,0,0,0
SoC,Sto_solar_CPLW_6h,80.04373202,75.99479032,71.97983097,67.83133137,63.61834332,60.14908106,56.74004276,53.7915944,50.75539496,46.66884982,41.21225027,35.92990819
SoC,Sto_solar_CPLW_8h,83.8028169,83.8028169,69.83568077,46.55712051,23.27856026,23.27856026,23.27856026,0,0,0,0,0
SoC,Sto_solar_DUK_4h,83.8028169,83.8028169,83.8028169,83.8028169,83.8028169,83.8028169,83.8028169,37.2456964,37.2456964,37.2456964,37.2456964,0
SoC,Sto_solar_DUK_6h,52.76473657,52.76473657,31.03808033,31.03808033,31.03808033,31.03808033,0,0,0,0,0,0
SoC,Sto_solar_DUK_8h,83.8028169,83.8028169,83.8028169,83.8028169,83.8028169,83.8028169,60.52425664,60.52425664,46.55712051,46.55712051,23.27856026,0
